NUMDOS|NUMDOSVERLING|ANCART|FILIERE|ETAPE|VERLING|FORMAT
HA458028|HA458028|T30066|FRA|99.60|F|XML
HA458028|HA458028|T30066|FRA|99.60|F|PDFI
HA646026|HA646026|T54045|FRA|60.62|F|XML
HA646026|HA646026|T54045|FRA|60.62|F|PDFI
HA647026|HA647026|T54041|FRA|99.60|F|XML
HA647026|HA647026|T54041|FRA|99.60|F|PDFI
HA648026|HA648026|T54042|FRA|99.60|F|XML
HA648026|HA648026|T54042|FRA|99.60|F|PDFI
HA649026|HA649026|C03251|FRA|99.60|F|XML
HA649026|HA649026|C03251|FRA|99.60|F|PDFI
HA650026|HA650026|C93565|FRA|60.62|F|XML
HA650026|HA650026|C93565|FRA|60.62|F|PDFI
HA651026|HA651026|C93567|FRA|60.62|F|XML
HA651026|HA651026|C93567|FRA|60.62|F|PDFI
HA652026|HA652026|C71000|FRA|99.60|F|PDFI
HA653026|HA653026|C46952|FRA|60.62|F|XML
HA653026|HA653026|C46952|FRA|60.62|F|PDFI
HA654026|HA654026|Q50008-2|FRA|99.60|F|PDFI
HA655026|HA655026|Q50008-3|FRA|99.60|F|XML
HA655026|HA655026|Q50008-3|FRA|99.60|F|PDFI
HA656026|HA656026|C93769|FRA|99.60|F|XML
HA656026|HA656026|C93769|FRA|99.60|F|PDFI
HA657026|HA657026|C93767|FRA|99.60|F|XML
HA657026|HA657026|C93767|FRA|99.60|F|PDFI
HA658026|HA658026|C93766|FRA|99.60|F|XML
HA658026|HA658026|C93766|FRA|99.60|F|PDFI
HA659026|HA659026|C93768|FRA|99.60|F|XML
HA659026|HA659026|C93768|FRA|99.60|F|PDFI
HA660026|HA660026|U42042|FRA|60.62|F|XML
HA660026|HA660026|U42042|FRA|60.62|F|PDFC
HA660026|HE660026|U42042|FRA|60.62|E|PDFI
HA661026|HA661026|U42041-1|FRA|60.62|F|XML
HA661026|HA661026|U42041-1|FRA|60.62|F|PDFC
HA661026|HE661026|U42041-1|FRA|60.62|E|PDFI
HA662026|HA662026|V03611|FRA|60.62|F|XML
HA662026|HA662026|V03611|FRA|60.62|F|PDFI
HA663026|HA663026|V03612|FRA|60.62|F|XML
HA663026|HA663026|V03612|FRA|60.62|F|PDFI
HA664026|HA664026|J38150|FRA|99.60|F|PDFI
HA665026|HA665026|J38140|FRA|99.60|F|PDFI
HA666026|HA666026|J38130|FRA|99.60|F|PDFI
HA667026|HA667026|J38120|FRA|99.60|F|PDFI
HA515027|HA515027|J95017|FRA|99.60|F|XML
HA515027|HA515027|J95017|FRA|99.60|F|PDFI
HA516027|HA516027|M87802|FRA|60.62|F|XML
HA516027|HA516027|M87802|FRA|60.62|F|PDFI
HA517027|HA517027|P90111|FRA|99.60|F|PDFI
HA518027|HA518027|P90112|FRA|99.60|F|PDFI
HA519027|HA519027|P90113|FRA|99.60|F|PDFI
HA520027|HA520027|P25601|FRA|99.60|F|PDFI
HA521027|HA521027|P25611|FRA|99.60|F|PDFI
HA526027|HA526027|L22592|FRA|99.60|F|XML
HA526027|HA526027|L22592|FRA|99.60|F|PDFI
HA527027|HA527027|Z70005-1|FRA|99.60|F|XML
HA527027|HA527027|Z70005-1|FRA|99.60|F|PDFI
HA528027|HA528027|Z70005-2|FRA|99.60|F|XML
HA528027|HA528027|Z70005-2|FRA|99.60|F|PDFI
HA529027|HA529027|Z70005-3|FRA|99.60|F|XML
HA529027|HA529027|Z70005-3|FRA|99.60|F|PDFI
HA530027|HA530027|Z70005-4|FRA|99.60|F|XML
HA530027|HA530027|Z70005-4|FRA|99.60|F|PDFI
HA531027|HA531027|Z70005-5|FRA|99.60|F|XML
HA531027|HA531027|Z70005-5|FRA|99.60|F|PDFI
HA532027|HA532027|Z70005-7|FRA|50.98|F|
HA533027|HA533027|T76114|FRA|50.98|F|
HA534027|HA534027|T76115|FRA|99.60|F|PDFI
HA535027|HA535027|G37102|FRA|99.60|F|PDFI
HA536027|HA536027|G37118|FRA|60.62|F|XML
HA536027|HA536027|G37118|FRA|60.62|F|PDFI
HA537027|HA537027|T47305-3|FRA|60.62|F|XML
HA537027|HA537027|T47305-3|FRA|60.62|F|PDFC
HA537027|HE537027|T47305-3|FRA|60.62|E|PDFI
HA538027|HA538027|T47305-4|FRA|60.62|F|XML
HA538027|HA538027|T47305-4|FRA|60.62|F|PDFC
HA538027|HE538027|T47305-4|FRA|60.62|E|PDFC
HA539027|HA539027|A81365-5|FRA|99.60|F|XML
HA539027|HA539027|A81365-5|FRA|99.60|F|PDFI
HA540027|HA540027|A81365-8|FRA|60.62|F|XML
HA540027|HA540027|A81365-8|FRA|60.62|F|PDFI
HA541027|HA541027|A81365-11|FRA|99.60|F|XML
HA541027|HA541027|A81365-11|FRA|99.60|F|PDFI
HA542027|HA542027|A81365-14|FRA|99.60|F|XML
HA542027|HA542027|A81365-14|FRA|99.60|F|PDFI
HA039028|HA039028|P18852|FRA|99.60|F|PDFI
HA040028|HA040028|L24675|FRA|99.60|F|PDFI
HA041028|HA041028|C54108|FRA|99.60|F|XML
HA041028|HA041028|C54108|FRA|99.60|F|PDFI
HA042028|HA042028|S31062-1|FRA|99.60|F|XML
HA042028|HA042028|S31062-1|FRA|99.60|F|PDFI
HA043028|HA043028|A85009|FRA|99.60|F|PDFI
HA044028|HA044028|P50706/AC1|FRA|99.60|F|
HA045028|HA045028|C61550|FRA|99.60|F|PDFI
HA046028|HA046028|E90001|FRA|99.60|F/E|PDFI
HA047028|HA047028|A35601|FRA|99.60|F|XML
HA047028|HA047028|A35601|FRA|99.60|F|PDFI
HA047028|HE047028|A35601|FRA|99.60|E|PDFI
HA048028|HA048028|C73803/A52|FRA|99.60|F|PDFI
HA049028|HA049028|Z15008|FRA|99.60|F|PDFI
HA051028|HA051028|C20323-3U|FRA|99.60|F|XML
HA051028|HA051028|C20323-3U|FRA|99.60|F|PDFI
HA052028|HA052028|T60154|FRA|60.62|F|XML
HA052028|HA052028|T60154|FRA|60.62|F|PDFC
HA052028|HE052028|T60154|FRA|60.62|E|PDFI
HA053028|HA053028|E09000|FRA|99.60|F|XML
HA053028|HA053028|E09000|FRA|99.60|F|PDFI
HA054028|HA054028|L17956|FRA|99.60|F|PDFI
HA055028|HA055028|X06100|FRA|99.60|F|PDFI
HA056028|HA056028|P99613|FRA|99.60|F|PDFI
HA057028|HA057028|M88105|FRA|99.60|F|XML
HA057028|HA057028|M88105|FRA|99.60|F|PDFI
HA058028|HA058028|L24674|FRA|99.60|F|PDFI
HA059028|HA059028|L24673|FRA|99.60|F|PDFI
HA060028|HA060028|L24672|FRA|99.60|F|PDFI
HA061028|HA061028|L24671|FRA|99.60|F|PDFI
HA062028|HA062028|L24669|FRA|99.60|F|PDFI
HA063028|HA063028|L24670|FRA|99.60|F|PDFI
HA064028|HA064028|L24386|FRA|99.60|F|PDFI
HA065028|HA065028|L24385|FRA|99.60|F|PDFI
HA066028|HA066028|L24384|FRA|99.60|F|PDFI
HA067028|HA067028|L24383|FRA|99.60|F|PDFI
HA068028|HA068028|L24382|FRA|99.60|F|PDFI
HA069028|HA069028|L24381|FRA|99.60|F|PDFI
HA226026|HA226026|B38231|FRA|99.60|F|PDFI
HA227026|HA227026|E31320|FRA|99.60|F|PDFI
HA228026|HA228026|H00080|FRA|99.60|F|XML
HA228026|HA228026|H00080|FRA|99.60|F|PDFI
HA229026|HA229026|X35108|FRA|99.60|F|PDFI
HA230026|HA230026|Z63300-5|FRA|99.60|F|PDFI
HA231026|HA231026|S94470|FRA|60.62|F|XML
HA231026|HA231026|S94470|FRA|60.62|F|PDFI
HA232026|HA232026|E25100-0|FRA|99.60|F|PDFI
HA233026|HA233026|C91014|FRA|50.98|F|
HA234026|HA234026|C23520|FRA|99.60|F|PDFI
HA235026|HA235026|H34016|FRA|60.62|F|XML
HA235026|HA235026|H34016|FRA|60.62|F|PDFI
HA236026|HA236026|H34017|FRA|60.62|F|XML
HA236026|HA236026|H34017|FRA|60.62|F|PDFI
HA237026|HA237026|H34019|FRA|60.62|F|XML
HA237026|HA237026|H34019|FRA|60.62|F|PDFI
HA238026|HA238026|H34021|FRA|60.62|F|XML
HA238026|HA238026|H34021|FRA|60.62|F|PDFI
HA239026|HA239026|H34022|FRA|60.62|F|XML
HA239026|HA239026|H34022|FRA|60.62|F|PDFI
HA240026|HA240026|H34023|FRA|60.62|F|XML
HA240026|HA240026|H34023|FRA|60.62|F|PDFI
HA241026|HA241026|H34018|FRA|60.62|F|XML
HA241026|HA241026|H34018|FRA|60.62|F|PDFI
HA242026|HA242026|Z61025|FRA|99.60|F|XML
HA242026|HA242026|Z61025|FRA|99.60|F|PDFI
HA243026|HA243026|B38240|FRA|99.60|F|XML
HA243026|HA243026|B38240|FRA|99.60|F|PDFI
HA244026|HA244026|B38232|FRA|99.60|F|XML
HA244026|HA244026|B38232|FRA|99.60|F|PDFI
HA245026|HA245026|B38218|FRA|99.60|F|XML
HA245026|HA245026|B38218|FRA|99.60|F|PDFI
HA246026|HA246026|B38217|FRA|99.60|F|XML
HA246026|HA246026|B38217|FRA|99.60|F|PDFI
HA247026|HA247026|B38216|FRA|99.60|F|XML
HA247026|HA247026|B38216|FRA|99.60|F|PDFI
HA248026|HA248026|B38215|FRA|99.60|F|XML
HA248026|HA248026|B38215|FRA|99.60|F|PDFI
HA249026|HA249026|B38214|FRA|99.60|F|XML
HA249026|HA249026|B38214|FRA|99.60|F|PDFI
HA250026|HA250026|B38213|FRA|99.60|F|XML
HA670026|HA670026|T90511|FRA|99.60|F|PDFI
HA671026|HA671026|T90512|FRA|99.60|F|PDFI
HA672026|HA672026|A50441|FRA|99.60|F|PDFC
HA673026|HA673026|A50442|FRA|99.60|F|PDFC
HA674026|HA674026|L10500-1|FRA|60.62|F|XML
HA674026|HA674026|L10500-1|FRA|60.62|F|PDFI
HA675026|HA675026|L10500-2|FRA|60.62|F|XML
HA675026|HA675026|L10500-2|FRA|60.62|F|PDFI
HA676026|HA676026|L10500-3|FRA|60.62|F|XML
HA676026|HA676026|L10500-3|FRA|60.62|F|PDFI
HA677026|HA677026|P82261|FRA|99.60|F|XML
HA677026|HA677026|P82261|FRA|99.60|F|PDFI
HA679026|HA679026|E51732|FRA|99.60|F|PDFI
HA680026|HA680026|E51302|FRA|99.60|F|PDFI
HA681026|HA681026|T25225|FRA|99.60|F|XML
HA681026|HA681026|T25225|FRA|99.60|F|PDFI
HA682026|HA682026|Z67012|FRA|99.60|F|
HA683026|HA683026|C90132U|FRA|99.60|F|PDFI
HA684026|HA684026|C96026U|FRA|99.60|F|XML
HA684026|HA684026|C96026U|FRA|99.60|F|PDFI
HA685026|HA685026|P18589|FRA|99.60|F|PDFI
HA686026|HA686026|L17702|FRA|60.62|F|XML
HA686026|HA686026|L17702|FRA|60.62|F|PDFI
HA687026|HA687026|F63809|FRA|99.60|F|XML
HA687026|HA687026|F63809|FRA|99.60|F|PDFI
HA688026|HA688026|C71800|FRA|99.60|F|PDFI
HA689026|HA689026|C71805|FRA|99.60|F|PDFI
HA690026|HA690026|Z66010|FRA|60.62|F|XML
HA690026|HA690026|Z66010|FRA|60.62|F|PDFI
HA691026|HA691026|Z64321|FRA|99.60|F|XML
HA691026|HA691026|Z64321|FRA|99.60|F|PDFI
HA692026|HA692026|Z66011|FRA|60.62|F|XML
HA692026|HA692026|Z66011|FRA|60.62|F|PDFI
HA693026|HA693026|Z66020|FRA|60.62|F|XML
HA693026|HA693026|Z66020|FRA|60.62|F|PDFI
HA694026|HA694026|Z66100|FRA|60.62|F|XML
HA694026|HA694026|Z66100|FRA|60.62|F|PDFI
HA695026|HA695026|Z66120|FRA|99.60|F|PDFI
HA696026|HA696026|Z68901|FRA|99.60|F|PDFI
HA697026|HA697026|X50825|FRA|99.60|F|PDFI
HA698026|HA698026|X50826|FRA|99.60|F|PDFI
HA543027|HA543027|G07013-1|FRA|99.60|F|XML
HA543027|HA543027|G07013-1|FRA|99.60|F|PDFI
HA544027|HA544027|G07013-2|FRA|99.60|F|XML
HA544027|HA544027|G07013-2|FRA|99.60|F|PDFI
HA545027|HA545027|G07013-4|FRA|99.60|F|XML
HA545027|HA545027|G07013-4|FRA|99.60|F|PDFI
HA546027|HA546027|G07019-11|FRA|60.62|F|XML
HA546027|HA546027|G07019-11|FRA|60.62|F|PDFI
HA547027|HA547027|G07019-12|FRA|99.60|F|PDFI
HA548027|HA548027|G07029|FRA|60.62|F|XML
HA548027|HA548027|G07029|FRA|60.62|F|PDFI
HA549027|HA549027|G07044-1|FRA|60.62|F|XML
HA549027|HA549027|G07044-1|FRA|60.62|F|PDFI
HA550027|HA550027|G07058|FRA|60.62|F|XML
HA550027|HA550027|G07058|FRA|60.62|F|PDFI
HA551027|HA551027|L54002-42|FRA|99.60|F|PDFI
HA552027|HA552027|L54002-43|FRA|99.60|F|PDFI
HA553027|HA553027|L24211|FRA|99.60|F|PDFI
HA555027|HA555027|J95018|FRA|99.60|F|XML
HA555027|HA555027|J95018|FRA|99.60|F|PDFI
HA556027|HA556027|Z82085|FRA|60.62|F|PDFI
HA557027|HA557027|V08051|FRA|99.60|F|PDFI
HA558027|HA558027|B41211|FRA|99.60|F|PDFI
HA559027|HA559027|G37134|FRA|99.60|F|XML
HA559027|HA559027|G37134|FRA|99.60|F|PDFI
HA560027|HA560027|Z71111|FRA|60.62|F|XML
HA560027|HA560027|Z71111|FRA|60.62|F|PDFI
HA561027|HA561027|T36006|FRA|99.60|F|XML
HA561027|HA561027|T36006|FRA|99.60|F|PDFI
HA562027|HA562027|T47255|FRA|99.60|F|PDFI
HA563027|HA563027|C46604|FRA|99.60|F|PDFI
HA564027|HA564027|A82197|FRA|99.60|F|XML
HA564027|HA564027|A82197|FRA|99.60|F|PDFI
HA565027|HA565027|C15150-2|FRA|99.60|F|XML
HA565027|HA565027|C15150-2|FRA|99.60|F|PDFI
HA566027|HA566027|P16451-1|FRA|60.62|F|XML
HA566027|HA566027|P16451-1|FRA|60.62|F|PDFI
HA566027|HE566027|P16451-1|FRA|60.62|E|PDFI
HA567027|HA567027|S81520|FRA|99.60|F|PDFI
HA568027|HA568027|P06009|FRA|50.98|F|
HA070028|HA070028|L10005-1|FRA|99.60|F|PDFI
HA071028|HA071028|L24676|FRA|99.60|F|PDFI
HA072028|HA072028|L24677|FRA|99.60|F|PDFI
HA073028|HA073028|L54002-55|FRA|99.60|F|PDFI
HA074028|HA074028|L54002-54|FRA|99.60|F|PDFI
HA075028|HA075028|L54002-53|FRA|99.60|F|PDFI
HA076028|HA076028|L54002-52|FRA|99.60|F|PDFI
HA077028|HA077028|L54002-51|FRA|99.60|F|PDFI
HA078028|HA078028|L54002-50|FRA|99.60|F|PDFI
HA079028|HA079028|L54002-49|FRA|99.60|F|PDFI
HA080028|HA080028|L54002-48|FRA|99.60|F|PDFI
HA081028|HA081028|L54002-47|FRA|99.60|F|PDFI
HA082028|HA082028|L54002-46|FRA|99.60|F|PDFI
HA083028|HA083028|L54002-45|FRA|99.60|F|PDFI
HA084028|HA084028|L52250-201|FRA|99.60|F|PDFI
HA085028|HA085028|L52250-202|FRA|99.60|F|PDFI
HA086028|HA086028|L52250-203|FRA|99.60|F|PDFI
HA087028|HA087028|L52250-301|FRA|99.60|F|PDFI
HA088028|HA088028|L52250-302|FRA|99.60|F|PDFI
HA089028|HA089028|L52250-303|FRA|99.60|F|PDFI
HA090028|HA090028|L52250-304|FRA|99.60|F|PDFI
HA091028|HA091028|L52250-100|FRA|99.60|F|PDFI
HA092028|HA092028|C97390|FRA|60.62|F|XML
HA092028|HA092028|C97390|FRA|60.62|F|PDFI
HA093028|HA093028|L54002-69|FRA|99.60|F|PDFI
HA094028|HA094028|L54002-68|FRA|99.60|F|PDFI
HA095028|HA095028|L54002-70|FRA|99.60|F|PDFI
HA096028|HA096028|L54002-67|FRA|99.60|F|PDFI
HA097028|HA097028|L54002-63|FRA|99.60|F|PDFI
HA098028|HA098028|L54002-62|FRA|99.60|F|PDFI
HA099028|HA099028|L54002-61|FRA|99.60|F|PDFI
HA100028|HA100028|L54002-60|FRA|99.60|F|PDFI
HA101028|HA101028|L54002-59|FRA|99.60|F|PDFI
HA102028|HA102028|L54002-58|FRA|99.60|F|PDFI
HA103028|HA103028|L54002-57|FRA|99.60|F|PDFI
HA104028|HA104028|L54002-56|FRA|99.60|F|PDFI
HA105028|HA105028|L52250-503|FRA|99.60|F|PDFI
HA106028|HA106028|L52250-504|FRA|99.60|F|PDFI
HA107028|HA107028|L52250-505|FRA|99.60|F|PDFI
HA108028|HA108028|L52250-506|FRA|99.60|F|PDFI
HA250026|HA250026|B38213|FRA|99.60|F|PDFI
HA251026|HA251026|B38210|FRA|99.60|F|XML
HA251026|HA251026|B38210|FRA|99.60|F|PDFI
HA252026|HA252026|T25201|FRA|99.60|F|XML
HA252026|HA252026|T25201|FRA|99.60|F|PDFI
HA253026|HA253026|T25240|FRA|99.60|F|XML
HA253026|HA253026|T25240|FRA|99.60|F|PDFI
HA254026|HA254026|T25230|FRA|99.60|F|XML
HA254026|HA254026|T25230|FRA|99.60|F|PDFI
HA255026|HA255026|T25220|FRA|99.60|F|XML
HA255026|HA255026|T25220|FRA|99.60|F|PDFI
HA256026|HA256026|T25216|FRA|99.60|F|XML
HA256026|HA256026|T25216|FRA|99.60|F|PDFI
HA257026|HA257026|T25210|FRA|99.60|F|XML
HA257026|HA257026|T25210|FRA|99.60|F|PDFI
HA258026|HA258026|T25205|FRA|99.60|F|XML
HA258026|HA258026|T25205|FRA|99.60|F|PDFI
HA259026|HA259026|D62070|FRA|99.60|F|XML
HA259026|HA259026|D62070|FRA|99.60|F|PDFI
HA260026|HA260026|D35377|FRA|99.60|F|PDFI
HA261026|HA261026|D35378|FRA|99.60|F|PDFI
HA262026|HA262026|X06904|FRA|99.60|F|PDFI
HA263026|HA263026|Z42010-1|FRA|99.60|F|XML
HA263026|HA263026|Z42010-1|FRA|99.60|F|PDFI
HA264026|HA264026|B53303|FRA|99.60|F|PDFI
HA266026|HA266026|E04202-4|FRA|99.60|F|PDFI
HA267026|HA267026|E04201|FRA|99.60|F|XML
HA267026|HA267026|E04201|FRA|99.60|F|PDFI
HA268026|HA268026|A37401|FRA|99.60|F|PDFI
HA269026|HA269026|P98790|FRA|99.60|F|PDFI
HA270026|HA270026|Z15504|FRA|60.62|F|XML
HA270026|HA270026|Z15504|FRA|60.62|F|PDFI
HA271026|HA271026|Z15503|FRA|60.62|F|XML
HA271026|HA271026|Z15503|FRA|60.62|F|PDFI
HA272026|HA272026|Z15501|FRA|60.62|F|XML
HA272026|HA272026|Z15501|FRA|60.62|F|PDFI
HA273026|HA273026|H35001|FRA|60.62|F|XML
HA273026|HA273026|H35001|FRA|60.62|F|PDFC
HA273026|HE273026|H35001|FRA|60.62|E|PDFI
HA274026|HA274026|H35002|FRA|60.62|F|XML
HA699026|HA699026|X41566|FRA|99.60|F|XML
HA699026|HA699026|X41566|FRA|99.60|F|PDFI
HA700026|HA700026|U02025|FRA|99.60|F|PDFI
HA701026|HA701026|Z71112|FRA|60.62|F|XML
HA701026|HA701026|Z71112|FRA|60.62|F|PDFI
HA702026|HA702026|Z74200|FRA|60.62|F|XML
HA702026|HA702026|Z74200|FRA|60.62|F|PDFI
HA703026|HA703026|X43308|FRA|99.60|F|PDFI
HA704026|HA704026|T30950|FRA|99.60|F|XML
HA704026|HA704026|T30950|FRA|99.60|F|PDFI
HA705026|HA705026|Z67133-2|FRA|99.60|F|PDFI
HA706026|HA706026|P18802|FRA|99.60|F|XML
HA706026|HA706026|P18802|FRA|99.60|F|PDFI
HA707026|HA707026|V46001|FRA|99.60|F|PDFI
HA708026|HA708026|C48250F2|FRA|99.60|F|PDFI
HA709026|HA709026|H35007|FRA|60.62|F|XML
HA709026|HA709026|H35007|FRA|60.62|F|PDFI
HA710026|HA710026|C47730|FRA|60.62|F|XML
HA710026|HA710026|C47730|FRA|60.62|F|PDFC
HA711026|HA711026|C46650|FRA|60.62|F|XML
HA711026|HA711026|C46650|FRA|60.62|F|PDFI
HA712026|HA712026|C47737/A11|FRA|99.60|F|XML
HA712026|HA712026|C47737/A11|FRA|99.60|F|PDFI
HA713026|HA713026|C73247/A1|FRA|99.60|F|XML
HA713026|HA713026|C73247/A1|FRA|99.60|F|PDFI
HA714026|HA714026|C72215/A2|FRA|99.60|F|PDFI
HA715026|HA715026|C72105/A5|FRA|99.60|F|PDFI
HA716026|HA716026|D35330/A5|FRA|99.60|F|XML
HA716026|HA716026|D35330/A5|FRA|99.60|F|PDFC
HA716026|HE716026|D35330/A5|FRA|99.60|E|PDFI
HA717026|HA717026|C61406|FRA|99.60|F|PDFI
HA718026|HA718026|C73811/A51|FRA|99.60|F|PDFI
HA719026|HA719026|C73809/A1|FRA|99.60|F|XML
HA719026|HA719026|C73809/A1|FRA|99.60|F|PDFI
HA720026|HA720026|P98711|FRA|60.62|F|XML
HA720026|HA720026|P98711|FRA|60.62|F|PDFI
HA721026|HA721026|P98712|FRA|60.62|F|XML
HA721026|HA721026|P98712|FRA|60.62|F|PDFI
HA722026|HA722026|P98713|FRA|99.60|F|XML
HA722026|HA722026|P98713|FRA|99.60|F|PDFI
HA569027|HA569027|P16321-4|FRA|99.60|F|XML
HA569027|HA569027|P16321-4|FRA|99.60|F|PDFI
HA570027|HA570027|E64605|FRA|99.60|F|XML
HA570027|HA570027|E64605|FRA|99.60|F|PDFC
HA571027|HA571027|S62201|FRA|99.60|F|PDFI
HA572027|HA572027|X43100|FRA|60.62|F|XML
HA572027|HA572027|X43100|FRA|60.62|F|PDFI
HA573027|HA573027|X31507|FRA|60.62|F|XML
HA573027|HA573027|X31507|FRA|60.62|F|PDFI
HA574027|HA574027|X31509|FRA|60.62|F|XML
HA574027|HA574027|X31509|FRA|60.62|F|PDFI
HA575027|HA575027|X31510|FRA|60.62|F|XML
HA575027|HA575027|X31510|FRA|60.62|F|PDFI
HA576027|HA576027|S52349|FRA|99.60|F|XML
HA576027|HA576027|S52349|FRA|99.60|F|PDFC
HA576027|HE576027|S52349|FRA|99.60|E|PDFI
HA577027|HA577027|S52334|FRA|99.60|F|PDFI
HA578027|HA578027|S95156|FRA|99.60|F|PDFI
HA579027|HA579027|S95158|FRA|99.60|F|PDFI
HA580027|HA580027|P75201|FRA|99.60|F|XML
HA580027|HA580027|P75201|FRA|99.60|F|PDFI
HA581027|HA581027|P75202|FRA|99.60|F|XML
HA581027|HA581027|P75202|FRA|99.60|F|PDFI
HA582027|HA582027|P75203|FRA|99.60|F|XML
HA582027|HA582027|P75203|FRA|99.60|F|PDFI
HA583027|HA583027|P75204|FRA|99.60|F|XML
HA583027|HA583027|P75204|FRA|99.60|F|PDFI
HA584027|HA584027|P75205|FRA|99.60|F|XML
HA584027|HA584027|P75205|FRA|99.60|F|PDFC
HA585027|HA585027|D74005-13|FRA|50.98|F|
HA586027|HA586027|X10200|FRA|99.60|F|XML
HA586027|HA586027|X10200|FRA|99.60|F|PDFI
HA586027|HE586027|X10200|FRA|99.60|E|PDFI
HA587027|HA587027|V03616|FRA|60.62|F|XML
HA587027|HA587027|V03616|FRA|60.62|F|PDFI
HA588027|HA588027|C26963-1|FRA|99.60|F|PDFI
HA589027|HA589027|C26157-1|FRA|60.62|F|XML
HA589027|HA589027|C26157-1|FRA|60.62|F|PDFI
HA590027|HA590027|C26191|FRA|99.60|F|XML
HA590027|HA590027|C26191|FRA|99.60|F|PDFI
HA591027|HA591027|C20922/A1|FRA|50.98|F|
HA109028|HA109028|L52250-507|FRA|99.60|F|PDFI
HA110028|HA110028|L52250-701|FRA|99.60|F|PDFI
HA111028|HA111028|L52250-702|FRA|99.60|F|PDFI
HA112028|HA112028|L52250-703|FRA|99.60|F|PDFI
HA113028|HA113028|L54002-76|FRA|99.60|F|PDFI
HA114028|HA114028|L54002-75|FRA|99.60|F|PDFI
HA115028|HA115028|L54002-74|FRA|60.62|F|XML
HA115028|HA115028|L54002-74|FRA|60.62|F|PDFI
HA116028|HA116028|L54002-73|FRA|99.60|F|PDFI
HA117028|HA117028|L54002-72|FRA|99.60|F|PDFI
HA118028|HA118028|L52250-402|FRA|99.60|F|PDFI
HA119028|HA119028|L52250-403|FRA|99.60|F|PDFI
HA120028|HA120028|L52250-404|FRA|99.60|F|PDFI
HA121028|HA121028|L52250-405|FRA|99.60|F|PDFI
HA122028|HA122028|L52250-406|FRA|99.60|F|PDFI
HA123028|HA123028|L52250-407|FRA|99.60|F|PDFI
HA124028|HA124028|L52250-409|FRA|99.60|F|PDFI
HA125028|HA125028|L52250-410|FRA|99.60|F|PDFI
HA126028|HA126028|L52250-501|FRA|99.60|F|PDFI
HA127028|HA127028|L52250-502|FRA|99.60|F|PDFI
HA128028|HA128028|L54002-32|FRA|99.60|F|PDFI
HA129028|HA129028|L54002-33|FRA|99.60|F|PDFI
HA130028|HA130028|L54002-34|FRA|99.60|F|PDFI
HA131028|HA131028|L54002-35|FRA|99.60|F|PDFI
HA132028|HA132028|L54002-36|FRA|99.60|F|PDFI
HA133028|HA133028|L54002-37|FRA|99.60|F|PDFI
HA134028|HA134028|L54002-38|FRA|99.60|F|PDFI
HA135028|HA135028|L54002-39|FRA|99.60|F|PDFI
HA136028|HA136028|L54002-40|FRA|99.60|F|PDFI
HA137028|HA137028|L54002-41|FRA|99.60|F|PDFI
HA138028|HA138028|L54002-13|FRA|99.60|F|PDFI
HA139028|HA139028|L54002-16|FRA|99.60|F|PDFI
HA140028|HA140028|L54002-19|FRA|99.60|F|PDFI
HA141028|HA141028|L54002-21|FRA|99.60|F|PDFI
HA142028|HA142028|L24221|FRA|99.60|F|PDFI
HA143028|HA143028|L24222|FRA|99.60|F|PDFI
HA144028|HA144028|L24212|FRA|99.60|F|PDFI
HA145028|HA145028|L24232|FRA|99.60|F|PDFI
HA146028|HA146028|L24231|FRA|99.60|F|PDFI
HA274026|HA274026|H35002|FRA|60.62|F|PDFC
HA274026|HE274026|H35002|FRA|60.62|E|PDFI
HA275026|HA275026|H35003|FRA|60.62|F|XML
HA275026|HA275026|H35003|FRA|60.62|F|PDFC
HA275026|HE275026|H35003|FRA|60.62|E|PDFI
HA276026|HA276026|H35004PR|FRA|50.98|F|
HA277026|HA277026|H35005|FRA|60.62|F|XML
HA277026|HA277026|H35005|FRA|60.62|F|PDFI
HA278026|HA278026|H35006|FRA|60.62|F|XML
HA278026|HA278026|H35006|FRA|60.62|F|PDFI
HA279026|HA279026|E04602-1|FRA|60.62|F|XML
HA279026|HA279026|E04602-1|FRA|60.62|F|PDFI
HA280026|HA280026|E04710-1|FRA|60.62|F|XML
HA280026|HA280026|E04710-1|FRA|60.62|F|PDFI
HA281026|HA281026|E04750|FRA|60.62|F|XML
HA281026|HA281026|E04750|FRA|60.62|F|PDFI
HA282026|HA282026|E04760-1|FRA|60.62|F|XML
HA282026|HA282026|E04760-1|FRA|60.62|F|PDFI
HA283026|HA283026|E04760-2|FRA|60.62|F|XML
HA283026|HA283026|E04760-2|FRA|60.62|F|PDFI
HA284026|HA284026|X41022|FRA|99.60|F|PDFC
HA285026|HA285026|X41035|FRA|60.62|F|XML
HA285026|HA285026|X41035|FRA|60.62|F|PDFC
HA286026|HA286026|X41036|FRA|60.62|F|XML
HA286026|HA286026|X41036|FRA|60.62|F|PDFC
HA287026|HA287026|X41031|FRA|99.60|F|PDFC
HA255198|HA255198|C93850-1-211|FRA|60.62|F|XML
HA378197|HA378197|P18717|FRA|60.62|F|PDFC
HA115203|HA115203|T34206|FRA|60.62|F|XML
HA900200|HA900200|X34101-9|FRA|60.62|F|PDFC
XS159140|XS159140|ISO23619|INT|60.62|E|PDFC
HA290026|HA290026|X41041|FRA|60.62|F|XML
HA290026|HA290026|X41041|FRA|60.62|F|PDFC
